Customer_id,Age,Gender,Income,Credit_score,Credit_score_category,Loan_amount,Interest_rate,Loan_term,Loan_type,Repayment_status,Debit_income,Transaction_id,Transaction_amt,Transaction_type,Transaction_data,Transaction_month,Transaction_year,Transaction_freq,Product_id,Product_names,Interaction_type,Interaction_date,Interaction_month,Interaction_year
C0111,23,Male,145238,356,Poor,106378,8.78,36,Business,0,0.7324391688125698,3e88d243-c52e-41a1-8994-83cc84df572b,971,Withdrawal,2024-01-16,1,2024,2,P023,Long-Term Loan,purchased,2024-05-26,5,2024
C0176,68,Male,63608,400,Poor,94471,3.36,12,Auto,1,1.485206263363099,189b8f33-c97e-467c-b931-1c991f812cfe,704,Deposit,2023-11-08,11,2023,4,P002,Checking Account,viewed,2023-09-27,9,2023
C097,73,Female,190539,761,Excellent,429941,11.13,24,Mortgage,0,2.2564461868698795,4aa10d43-d41a-4e79-90e7-144d6933a44f,1874,Withdrawal,2023-02-28,2,2023,2,P011,Insurance Policy,viewed,2024-11-03,11,2024
C065,34,Male,99256,624,Fair,135018,3.49,36,Mortgage,0,1.3603006367373256,a2a2ac0d-9c1d-4b88-90c0-55dede2b29f6,109,Deposit,2023-08-06,8,2023,2,P010,Retirement Plan,purchased,2024-03-12,3,2024
C035,27,Male,38122,572,Poor,38790,12.23,12,Mortgage,1,1.0175226903100572,28352e66-aa2d-444c-9564-3b3fc0456d48,2474,Withdrawal,2023-08-11,8,2023,7,P035,Real Estate Investment,viewed,2024-03-17,3,2024
C0169,73,Male,173102,609,Fair,242176,7.29,12,Personal,0,1.39903640628069,8183fd5e-36e9-4503-ab8b-409012f87e23,4148,Withdrawal,2022-12-23,12,2022,2,P008,Student Loan,clicked,2023-02-15,2,2023
C0126,56,Male,142137,313,Poor,121224,5.33,48,Personal,0,0.8528673040798667,25e5ee2d-1fd0-4dda-90c4-380db5db510d,1947,Deposit,2023-07-22,7,2023,10,P022,Short-Term Loan,viewed,2024-12-12,12,2024
C0119,67,Female,50378,639,Fair,104194,2.68,36,Auto,0,2.068244074794553,186f314a-6218-4480-b0c2-99005c47cbad,852,Deposit,2024-05-24,5,2024,6,P035,Real Estate Investment,viewed,2024-10-04,10,2024
C0170,29,Female,160395,586,Fair,272637,8.95,48,Personal,0,1.6997849060132797,d17d5df5-0e21-4cf1-8cf1-f622f3ac5719,323,Deposit,2024-01-31,1,2024,1,P035,Real Estate Investment,viewed,2024-07-26,7,2024
C04,61,Male,176245,634,Fair,224733,11.22,24,Mortgage,0,1.2751170245964425,6c1c3e51-28f7-4dda-980d-f0fe40fbeec1,1922,Deposit,2023-01-13,1,2023,3,P042,High-Yield Savings Account,purchased,2023-06-15,6,2023
C0173,61,Others,122638,354,Poor,105058,12.05,60,Auto,0,0.8566512826367031,ac07e10a-d9c0-4530-b1a4-451894cdd68a,2699,Withdrawal,2023-06-26,6,2023,7,P028,Debt Consolidation Loan,viewed,2024-07-28,7,2024
C0133,28,Female,69263,734,Good,156722,2.57,36,Business,0,2.262708805567186,56b0b06a-6c6a-4bfc-b499-e8eb792d41e4,876,Withdrawal,2024-06-12,6,2024,7,P011,Insurance Policy,clicked,2024-08-02,8,2024
C092,22,Female,88800,479,Poor,75892,11.84,48,Personal,0,0.8546396396396396,3fba8c1c-1052-4e98-b53d-27328a8491eb,2912,Deposit,2024-08-21,8,2024,3,P019,Home Improvement Loan,purchased,2024-10-07,10,2024
C0103,26,Female,140922,780,Excellent,449533,10.39,48,Mortgage,0,3.1899419537048863,ecdb852e-c588-47f1-ad1d-f46c45133765,3539,Withdrawal,2023-03-29,3,2023,6,P040,Gold Investment,viewed,2022-12-24,12,2022
C0112,71,Female,77185,394,Poor,86257,1.58,60,Education,1,1.117535790632895,458699b3-3990-486f-a3ee-462efdf7bbae,4755,Deposit,2023-08-25,8,2023,9,P039,Loan Against Property,purchased,2023-03-30,3,2023
C0165,46,Male,136528,689,Good,287514,10.43,48,Education,0,2.105897691316067,aad05600-7ceb-49a0-9d43-5f7e24afba1f,2708,Deposit,2023-03-29,3,2023,6,P009,Investment Fund,clicked,2023-01-15,1,2023
C063,70,Female,172154,430,Poor,121612,9.49,24,Business,0,0.7064140246523462,f3683ee6-c545-474f-8424-9e6769beebe2,2577,Withdrawal,2024-01-13,1,2024,9,P036,International Investment,viewed,2023-03-20,3,2023
C032,31,Female,142363,318,Poor,103560,9.1,12,Business,0,0.7274362018221027,74b9a2c9-45f3-40ca-97fc-48f0da812c72,842,Deposit,2024-02-10,2,2024,8,P041,Retirement Savings,clicked,2023-09-09,9,2023
C0113,66,Male,103256,683,Good,275881,9.92,12,Business,0,2.671815681413187,6254b7af-bb05-43d7-aba2-be41d3fbf243,214,Withdrawal,2024-04-08,4,2024,8,P014,Certificate of Deposit,viewed,2024-08-31,8,2024
C014,21,Male,155565,504,Poor,117524,8.98,48,Mortgage,0,0.7554655610195096,67ef218b-f9bb-4f32-873a-616784e3e433,4548,Deposit,2023-01-18,1,2023,7,P048,Property Investment,viewed,2023-03-15,3,2023
C0100,73,Male,96072,318,Poor,78460,1.68,36,Personal,0,0.8166791572986927,dd9d454b-613c-4a1d-8127-084fc25b3ae8,4958,Withdrawal,2024-07-04,7,2024,7,P021,Cash Credit,purchased,2023-05-24,5,2023
C0198,72,Male,152155,520,Poor,142684,6.41,60,Personal,0,0.9377542637442082,af04433c-4907-4df8-8c53-77e10207bb99,718,Withdrawal,2023-03-21,3,2023,7,P015,Home Equity Line,viewed,2023-12-01,12,2023
C0103,55,Male,127566,693,Good,308392,3.94,60,Business,0,2.417509367699857,b7c21470-a730-4642-8818-000bfc61680e,1145,Deposit,2023-08-30,8,2023,8,P001,Savings Account,viewed,2023-10-07,10,2023
C053,36,Female,161703,826,Excellent,448860,2.91,48,Personal,0,2.775829761971021,927f046c-41e7-4db6-9a96-8fd38985db74,1769,Withdrawal,2023-08-11,8,2023,6,P036,International Investment,viewed,2023-05-23,5,2023
C012,20,Female,190280,514,Poor,121733,11.11,60,Auto,0,0.6397571999159134,700cbc14-1623-4924-910c-e97718dd39be,1332,Withdrawal,2024-08-21,8,2024,4,P018,Auto Refinance,clicked,2024-03-29,3,2024
C056,57,Male,56955,600,Fair,130315,10.3,48,Business,1,2.2880344131331753,d1fd37bf-c26b-414c-bdf3-c77c05b8086e,179,Withdrawal,2023-12-11,12,2023,4,P009,Investment Fund,purchased,2024-05-03,5,2024
C0164,63,Female,119903,803,Excellent,408796,6.14,36,Education,0,3.4093892563155217,84360198-25ef-4120-ad80-82a9b46bfe2f,1197,Deposit,2023-03-25,3,2023,9,P049,Auto Insurance,purchased,2023-12-25,12,2023
C0200,58,Male,180176,663,Fair,329189,5.97,12,Mortgage,0,1.8270413373590266,50762707-411d-4ec2-add0-a1ec117b769a,4132,Withdrawal,2024-08-22,8,2024,5,P006,Auto Loan,clicked,2023-10-14,10,2023
C094,31,Male,82629,547,Poor,89888,5.3,48,Business,0,1.0878505125319198,c30dd32c-f367-4873-a687-7085261ff1f9,2124,Withdrawal,2023-11-14,11,2023,9,P023,Long-Term Loan,clicked,2023-04-30,4,2023
C01,36,Male,40002,352,Poor,70819,9.84,24,Mortgage,1,1.7703864806759662,931d0b7e-13ac-44cc-b7a6-245b0ba668cd,2149,Withdrawal,2024-01-08,1,2024,10,P040,Gold Investment,viewed,2023-07-02,7,2023
C030,39,Male,146441,777,Excellent,370627,11.71,48,Mortgage,0,2.530896401963931,8d523747-25ae-43b6-94bb-980f6ce64011,4956,Deposit,2024-06-30,6,2024,6,P004,Personal Loan,clicked,2024-03-15,3,2024
C071,38,Male,99514,479,Poor,94497,2.74,36,Mortgage,1,0.9495849830174649,711b21ab-2ada-42bd-a266-4eb19a55a659,1875,Withdrawal,2023-03-05,3,2023,3,P021,Cash Credit,clicked,2023-11-15,11,2023
C010,46,Female,98382,555,Poor,133604,3.88,12,Mortgage,0,1.3580126445894574,c6655473-b975-4fa4-8418-f6902861dc30,945,Deposit,2023-01-11,1,2023,3,P006,Auto Loan,viewed,2024-07-23,7,2024
C019,58,Female,114418,560,Poor,262073,6.4,24,Personal,0,2.2904875107063574,4ebfec23-c3b3-462f-b69d-b6be69271ccf,1895,Deposit,2023-07-05,7,2023,4,P048,Property Investment,purchased,2024-11-30,11,2024
C0190,47,Female,27702,698,Good,56076,7.62,48,Education,0,2.02425817630496,ef9338d2-d089-464d-8464-d04310e3b6c5,3770,Withdrawal,2023-06-22,6,2023,7,P016,Mortgage Refinance,purchased,2024-09-02,9,2024
C0110,53,Others,75980,315,Poor,78961,3.49,48,Education,1,1.0392340089497236,514978ca-048f-4223-8ce5-f3c1bb54ea72,2970,Deposit,2023-02-04,2,2023,9,P031,Technology Loan,clicked,2023-10-18,10,2023
C078,18,Male,89519,330,Poor,79204,3.43,36,Auto,0,0.8847730649359354,38288153-45a6-44b1-aeb5-1454569990c2,2250,Withdrawal,2024-04-28,4,2024,3,P019,Home Improvement Loan,clicked,2023-07-03,7,2023
C0191,56,Female,123734,529,Poor,124832,9.83,12,Personal,0,1.0088738746019688,d6837145-1d35-4c74-92af-89f3f2c1c299,4421,Deposit,2022-12-25,12,2022,6,P021,Cash Credit,clicked,2023-09-10,9,2023
C0163,32,Female,187426,439,Poor,101846,2.2,12,Mortgage,0,0.5433931258203237,344f1906-b80f-4e01-ba1e-a226eca0f815,407,Deposit,2024-04-09,4,2024,6,P044,Insurance Savings,viewed,2024-10-15,10,2024
C0193,35,Male,64648,775,Excellent,298875,3.32,24,Personal,0,4.623112857319638,dc073ea4-d8e3-411e-9736-fad0d907cd86,1851,Withdrawal,2024-05-20,5,2024,8,P039,Loan Against Property,viewed,2023-08-05,8,2023
C0163,47,Female,112904,435,Poor,110623,8.03,24,Mortgage,0,0.9797969956777439,2df646e4-734c-45c7-8291-4722256f745a,2895,Withdrawal,2023-05-22,5,2023,1,P018,Auto Refinance,viewed,2023-01-04,1,2023
C0170,62,Female,54869,345,Poor,79397,8.08,60,Auto,0,1.447028376678999,3ad20e08-9bde-4452-ab42-5858ab5ef88c,3151,Deposit,2024-11-06,11,2024,1,P010,Retirement Plan,purchased,2024-01-15,1,2024
C067,20,Male,180431,507,Poor,110140,6.64,36,Personal,0,0.6104272547400391,5ac9f396-2a5e-4cab-8a78-aaa2cdf3a2e4,908,Withdrawal,2024-08-15,8,2024,2,P037,Fixed Deposit,clicked,2023-09-02,9,2023
C0103,70,Female,18233,432,Poor,15456,9.76,36,Business,1,0.8476937421159436,393ffe51-3063-4e53-8886-b46aea4143fa,4918,Withdrawal,2023-04-19,4,2023,8,P008,Student Loan,purchased,2024-10-22,10,2024
C04,29,Female,151798,376,Poor,131201,11.89,12,Education,1,0.8643131003043518,c0d647da-85c0-44f0-9103-51e17e7a8eb2,1266,Deposit,2023-07-09,7,2023,1,P029,Small Business Loan,clicked,2024-05-30,5,2024
C0190,55,Male,199602,751,Excellent,405760,8.46,60,Business,0,2.032845362270919,24b9a53c-611c-4e29-bc0d-aa4b9dbde12f,285,Deposit,2023-11-16,11,2023,2,P042,High-Yield Savings Account,viewed,2024-02-13,2,2024
C0137,63,Male,105690,548,Poor,101130,5.65,60,Business,0,0.9568549531649163,c7a32502-352c-46ea-a177-2ce129e38cb2,3448,Deposit,2023-06-04,6,2023,9,P035,Real Estate Investment,clicked,2023-04-24,4,2023
C065,41,Male,58152,794,Excellent,347410,5.32,60,Mortgage,0,5.974171137708075,2fde80ee-745a-4cf4-a8b7-ad72394672da,3735,Withdrawal,2023-09-02,9,2023,3,P037,Fixed Deposit,viewed,2024-07-18,7,2024
C0142,43,Male,138921,394,Poor,135922,1.93,36,Personal,0,0.9784121911014173,4ff7c62e-3dd4-4739-89f3-5a5f340bf9cd,1644,Deposit,2023-03-31,3,2023,3,P044,Insurance Savings,purchased,2023-09-07,9,2023
C031,51,Female,69149,315,Poor,79013,1.99,36,Business,1,1.142648483709092,ab045039-53ae-431c-b680-63eb91009c5f,4292,Deposit,2023-01-18,1,2023,10,P048,Property Investment,clicked,2024-04-25,4,2024
C039,53,Female,81798,670,Good,198691,8.95,60,Personal,0,2.4290447199198026,5bf1b344-4de5-4f43-956c-39d2f20326ea,971,Deposit,2024-06-08,6,2024,8,P003,Credit Card,clicked,2022-12-24,12,2022
C0181,46,Female,84883,734,Good,165918,9.74,12,Mortgage,0,1.954667012240378,387cefeb-7aa3-4d98-bb7d-1dbe38dad1db,2675,Withdrawal,2024-07-17,7,2024,4,P015,Home Equity Line,viewed,2023-09-06,9,2023
C0181,59,Male,180656,406,Poor,145286,10.44,36,Education,0,0.8042135329023116,c8300833-fd9e-4b69-b50d-f5d011076ae6,4473,Withdrawal,2024-01-08,1,2024,4,P017,Business Credit Line,viewed,2023-10-18,10,2023
C0114,38,Male,149424,520,Poor,111090,4.5,36,Business,0,0.7434548666880822,d11e0578-5092-4d5e-b3ef-2d68cc32018a,208,Deposit,2023-01-26,1,2023,5,P037,Fixed Deposit,viewed,2023-07-27,7,2023
C085,18,Male,199490,438,Poor,107822,12.09,36,Education,0,0.5404882450248133,f117a884-67f9-4f24-abeb-1d4ec6dfde8f,4401,Deposit,2024-05-29,5,2024,6,P020,Gold Loan,clicked,2023-01-19,1,2023
C059,53,Female,92952,643,Fair,104828,8.38,24,Auto,0,1.1277648678888028,620555cc-86df-406e-beeb-5324541a3712,990,Withdrawal,2024-01-14,1,2024,6,P022,Short-Term Loan,purchased,2024-06-19,6,2024
C0179,40,Female,38507,605,Fair,25533,12.16,48,Education,1,0.6630742462409432,8efabc04-f9a9-4450-b271-6184ede87512,3677,Withdrawal,2023-06-27,6,2023,9,P020,Gold Loan,purchased,2023-06-15,6,2023
C08,32,Male,134269,411,Poor,101456,9.38,12,Mortgage,1,0.7556174545129554,142bb616-9bef-4729-a809-054c39fd9fd2,3274,Deposit,2023-10-21,10,2023,7,P031,Technology Loan,clicked,2023-01-20,1,2023
C0174,69,Female,44059,324,Poor,78305,2.94,60,Personal,1,1.7772759254635828,b001a2a2-307a-41fd-9be8-e73d5a82c274,1031,Withdrawal,2024-05-09,5,2024,6,P025,Medical Loan,clicked,2023-12-24,12,2023
C0139,51,Male,48582,755,Excellent,226608,10.9,24,Personal,0,4.664443621094232,fe4ad598-7711-48ca-93fd-732c694d7afb,4110,Withdrawal,2024-09-20,9,2024,2,P043,Money Market Account,purchased,2023-05-09,5,2023
C074,22,Female,168646,600,Fair,257436,9.27,12,Personal,0,1.5264874352193352,b3856ae2-e37c-490f-9742-c584f0d9600c,3179,Deposit,2023-09-21,9,2023,3,P045,Pension Plan,clicked,2023-08-28,8,2023
C027,75,Female,117276,385,Poor,114407,11.36,48,Mortgage,0,0.9755363416214742,80a69094-64db-4207-b545-d227c8384b94,1458,Withdrawal,2024-12-13,12,2024,7,P016,Mortgage Refinance,purchased,2024-03-06,3,2024
C0146,62,Others,34583,530,Poor,11265,6.67,36,Personal,1,0.32573807940317495,1cf84a50-3e0b-4bbf-8ede-53449e3609f9,3965,Deposit,2023-11-22,11,2023,2,P037,Fixed Deposit,viewed,2023-12-18,12,2023
C03,75,Male,75845,322,Poor,93896,1.9,12,Auto,1,1.2379985496736765,9e2de8a0-3405-44ee-9045-211c0caac92c,2941,Withdrawal,2024-07-18,7,2024,1,P023,Long-Term Loan,purchased,2023-06-08,6,2023
C043,30,Male,89105,440,Poor,71367,6.93,36,Auto,0,0.8009314853263004,4b1e6116-7ff8-444f-a275-8c2788469535,95,Withdrawal,2023-10-09,10,2023,3,P024,Travel Loan,viewed,2024-02-23,2,2024
C050,49,Female,44664,618,Fair,106523,11.84,12,Personal,0,2.3849856707863157,0c0aa40a-284c-46f9-8bf7-f740f001cb6a,1287,Withdrawal,2023-07-25,7,2023,2,P030,Agricultural Loan,clicked,2024-09-04,9,2024
C019,43,Female,117197,335,Poor,142158,8.59,48,Mortgage,0,1.2129832674897822,e392e175-53e3-4325-912a-5e22d7cbf438,3663,Withdrawal,2023-03-16,3,2023,1,P041,Retirement Savings,purchased,2023-03-16,3,2023
C089,64,Female,70025,563,Poor,110123,9.93,12,Education,0,1.572624062834702,70cdda65-0e80-4eb8-ad47-9ed487e498e0,3180,Deposit,2023-01-19,1,2023,5,P004,Personal Loan,viewed,2023-10-27,10,2023
C0175,57,Male,80790,319,Poor,91365,8.66,12,Personal,1,1.130894912736725,8bc55f6c-c0e1-4b90-836f-328a1cffaede,4153,Deposit,2023-06-04,6,2023,6,P010,Retirement Plan,clicked,2024-03-09,3,2024
C0103,66,Male,26329,650,Fair,64626,4.33,60,Mortgage,0,2.454555812981883,151f784f-85ea-4015-8f61-9df09f078dd1,4805,Deposit,2023-10-20,10,2023,4,P020,Gold Loan,clicked,2024-07-20,7,2024
C085,60,Male,119425,485,Poor,117979,8.91,48,Education,0,0.987891982415742,2cac42d2-599a-40c0-abc0-827151355c67,4235,Withdrawal,2023-06-25,6,2023,2,P016,Mortgage Refinance,clicked,2024-06-16,6,2024
C088,71,Male,190138,433,Poor,105637,7.0,48,Auto,0,0.5555806835035606,c47183fd-1f86-4ac9-aae0-75c0f28a96b6,3982,Withdrawal,2023-12-20,12,2023,6,P006,Auto Loan,viewed,2024-05-30,5,2024
C084,63,Female,72042,678,Good,177552,1.76,24,Business,0,2.4645623386357958,f666f9c5-1319-47b1-8267-9e358bc95827,2453,Withdrawal,2023-07-23,7,2023,10,P042,High-Yield Savings Account,viewed,2024-04-07,4,2024
C021,28,Male,73715,757,Excellent,280687,6.43,48,Business,0,3.807732483212372,a8986d0e-56ab-4f21-9255-d7474c526f00,2862,Deposit,2023-10-15,10,2023,2,P034,Stock Investment,purchased,2024-02-08,2,2024
C048,71,Female,198955,772,Excellent,418568,9.73,12,Auto,0,2.1038325249428262,310c0cc4-7fda-4707-958f-b3b8ed624752,3787,Withdrawal,2023-10-01,10,2023,6,P048,Property Investment,purchased,2023-10-07,10,2023
C0119,67,Male,108435,385,Poor,133239,3.63,12,Business,0,1.228745331304468,31ae1a49-e2a3-4e04-926d-1a382e333f18,780,Withdrawal,2023-12-04,12,2023,3,P003,Credit Card,clicked,2023-04-03,4,2023
C0172,51,Female,109791,635,Fair,223016,9.41,12,Education,0,2.031277609275806,855658ab-9bcb-4c23-acfd-725836544539,4977,Deposit,2024-11-11,11,2024,8,P003,Credit Card,viewed,2023-10-30,10,2023
C0150,73,Male,158705,697,Good,336436,7.24,36,Auto,0,2.119882801424026,551fb2d6-accf-4f0f-9fdf-74801a474ccb,2386,Withdrawal,2024-03-31,3,2024,4,P012,Mutual Fund,purchased,2024-03-23,3,2024
C074,63,Female,150189,760,Excellent,361785,9.33,60,Auto,0,2.4088648303138047,5ed62243-5382-49e0-95aa-7cdbb508ace0,3638,Deposit,2024-08-11,8,2024,8,P019,Home Improvement Loan,purchased,2023-03-02,3,2023
C063,21,Female,173484,814,Excellent,480509,9.93,12,Business,0,2.7697597472965807,9e1445c7-c6bb-4987-9ddc-a07de310be59,4542,Withdrawal,2023-04-20,4,2023,9,P015,Home Equity Line,purchased,2024-12-10,12,2024
C0159,57,Female,131044,572,Poor,274803,3.82,60,Mortgage,0,2.097028478984158,b2f6d97a-7ba3-4599-90b7-5448ceedd7b3,4863,Withdrawal,2023-01-19,1,2023,8,P012,Mutual Fund,clicked,2023-01-21,1,2023
C070,25,Female,25582,374,Poor,17112,2.04,36,Personal,1,0.6689078258150262,680fca57-58fb-4daa-a420-ea9fbc9d038a,4280,Deposit,2023-04-12,4,2023,3,P035,Real Estate Investment,purchased,2023-06-22,6,2023
C069,53,Male,20860,785,Excellent,121454,7.29,12,Personal,0,5.822339405560882,a75fb535-4708-4347-babe-6750d61cac06,4091,Withdrawal,2024-10-31,10,2024,4,P005,Home Loan,viewed,2024-10-11,10,2024
C0179,72,Others,132334,446,Poor,141193,3.85,48,Personal,0,1.0669442471322563,50502b3b-d20a-483a-9488-c5d470affb57,4426,Withdrawal,2023-02-27,2,2023,3,P011,Insurance Policy,viewed,2024-10-30,10,2024
C0100,23,Male,83286,663,Fair,184836,11.1,24,Education,0,2.2192925581730423,24d1d5ff-4ef3-4f62-b86c-3eb5efeac05e,1949,Withdrawal,2023-09-16,9,2023,3,P021,Cash Credit,clicked,2023-01-26,1,2023
C0104,50,Male,143905,768,Excellent,413719,7.58,60,Mortgage,0,2.8749452763976233,a6590d3b-c7f8-40ff-a1eb-eb63b45d6774,75,Withdrawal,2023-09-29,9,2023,1,P007,Business Loan,purchased,2022-12-30,12,2022
C0185,41,Male,191796,771,Excellent,478259,6.74,12,Education,0,2.4935817222465535,518754b8-a6dc-4a18-a1f0-9867bea23f77,1298,Withdrawal,2024-08-16,8,2024,10,P037,Fixed Deposit,purchased,2024-08-18,8,2024
C0183,60,Female,78239,379,Poor,76861,4.53,48,Personal,1,0.9823873004511816,895e9af7-9fb0-4431-962d-562aaf6aa92e,4819,Deposit,2023-03-24,3,2023,8,P008,Student Loan,purchased,2024-01-27,1,2024
C025,40,Female,63858,746,Excellent,183124,6.71,48,Auto,0,2.867675154248489,b7e65e89-7343-43ab-bdc7-8296d4f2b106,4242,Withdrawal,2023-01-12,1,2023,5,P012,Mutual Fund,viewed,2024-09-09,9,2024
